gene_name	z_mean	pvalue	upregulated
RHBDD3	1.6645650594470596	7.635362433750721e-5	UP
ZC3H8	2.582009495052348	1.2092700729582e-4	UP
HLA-DMB	3.351876056045332	0.00102752498258544	UP
HLA-DMA	3.387109458548453	0.00134704174721172	UP
AGRN	0.40724547739867023	0.00163651616031361	UP
VPS28	1.8310806754279008	0.00202153416378507	UP
