label	hemisphere	structure	weighted_avg
bankssts	L	cortex	8.753559719288573
caudalanteriorcingulate	L	cortex	8.964577088488298
caudalmiddlefrontal	L	cortex	8.21507937364881
cuneus	L	cortex	8.734153325548581
entorhinal	L	cortex	8.840498221242525
fusiform	L	cortex	8.633509093880672
inferiorparietal	L	cortex	8.762679147417591
inferiortemporal	L	cortex	8.669836068800384
isthmuscingulate	L	cortex	9.23994144451169
lateraloccipital	L	cortex	9.074037164608539
lateralorbitofrontal	L	cortex	8.092836673486568
lingual	L	cortex	8.973931058601899
medialorbitofrontal	L	cortex	8.269794622907057
middletemporal	L	cortex	8.719140779390859
parahippocampal	L	cortex	8.78630400574258
paracentral	L	cortex	8.484297132499885
parsopercularis	L	cortex	8.20347200396094
parsorbitalis	L	cortex	8.220961539519266
parstriangularis	L	cortex	8.262383018046682
pericalcarine	L	cortex	8.907786032023248
postcentral	L	cortex	8.580855300706059
posteriorcingulate	L	cortex	8.677707052578164
precentral	L	cortex	8.52580009213875
precuneus	L	cortex	8.883945810544056
rostralanteriorcingulate	L	cortex	8.642706634560444
rostralmiddlefrontal	L	cortex	8.271297350185911
superiorfrontal	L	cortex	8.491213975859443
superiorparietal	L	cortex	8.68522532665642
superiortemporal	L	cortex	8.584480422837222
supramarginal	L	cortex	8.844052494433711
frontalpole	L	cortex	8.253542821882188
temporalpole	L	cortex	8.922330762756893
transversetemporal	L	cortex	8.687157874380675
insula	L	cortex	8.493933424767928
thalamusproper	L	subcortex/brainstem	8.040025488895667
caudate	L	subcortex/brainstem	10.205363864212224
putamen	L	subcortex/brainstem	10.073784099643948
pallidum	L	subcortex/brainstem	9.280428444188448
accumbensarea	L	subcortex/brainstem	8.32981691931739
hippocampus	L	subcortex/brainstem	8.581083181742466
amygdala	L	subcortex/brainstem	8.767905088614345
bankssts	R	cortex	8.739051331406879
caudalanteriorcingulate	R	cortex	9.00277765162602
caudalmiddlefrontal	R	cortex	8.201282009578055
cuneus	R	cortex	8.682955652212078
entorhinal	R	cortex	8.872395234135347
fusiform	R	cortex	8.577225340288503
inferiorparietal	R	cortex	8.761619524971493
inferiortemporal	R	cortex	8.681193929362566
isthmuscingulate	R	cortex	9.184939757934805
lateraloccipital	R	cortex	9.119624858711575
lateralorbitofrontal	R	cortex	8.099730307407404
lingual	R	cortex	8.961946108310006
medialorbitofrontal	R	cortex	8.338986917102643
middletemporal	R	cortex	8.714517794331297
parahippocampal	R	cortex	8.85370382818586
paracentral	R	cortex	8.450661192576124
parsopercularis	R	cortex	8.141460257658455
parsorbitalis	R	cortex	8.129273793049956
parstriangularis	R	cortex	8.294629567413722
pericalcarine	R	cortex	9.053712989753627
postcentral	R	cortex	8.581773484594672
posteriorcingulate	R	cortex	8.715723904515437
precentral	R	cortex	8.524886110409623
precuneus	R	cortex	8.875148052092477
rostralanteriorcingulate	R	cortex	8.413720278218124
rostralmiddlefrontal	R	cortex	8.290720096295773
superiorfrontal	R	cortex	8.491902470409824
superiorparietal	R	cortex	8.689666180621789
superiortemporal	R	cortex	8.59782323132271
supramarginal	R	cortex	8.743001559639007
frontalpole	R	cortex	8.028643607677573
temporalpole	R	cortex	8.925808607926033
transversetemporal	R	cortex	8.681213982724158
insula	R	cortex	8.458883395622625
thalamusproper	R	subcortex/brainstem	8.063875600256921
caudate	R	subcortex/brainstem	9.854320358450098
putamen	R	subcortex/brainstem	10.068336983122022
pallidum	R	subcortex/brainstem	9.2342904568316
accumbensarea	R	subcortex/brainstem	8.708119744785424
hippocampus	R	subcortex/brainstem	8.61771463594728
amygdala	R	subcortex/brainstem	8.761936739837894
brainstem	B	subcortex/brainstem	8.56239576388862
