label	weighted_avg
1	5.667582833878771
2	6.049973393545098
3	5.774134516123189
4	5.488681635977159
5	6.339325840453821
6	5.790859989274086
7	5.712739812455035
8	5.728490518780627
9	5.6930158417991
10	5.580977631904666
11	5.750732697840975
12	5.585658170483111
13	5.84706068961302
14	5.866403128573447
15	5.959327171555096
16	5.5709059501777025
17	5.7415300921402
18	5.708615733920727
19	5.7423759603910245
20	5.449546541073901
21	5.815901609204919
22	5.8485777626480795
23	5.77023953550995
24	5.62863267595214
25	5.977173939010234
26	5.634454669246143
27	5.786095568921334
28	5.658467228516823
29	5.850552445923865
30	5.894580499929121
31	5.387533980547967
32	5.759834261862888
33	5.7383045167803095
34	5.862913973600946
35	5.978542677879525
36	6.145533302256943
37	6.089455093911703
38	6.403679322341995
39	6.071163097427382
40	6.048581709777292
41	5.906760163330212
42	5.619015130230296
43	6.060219643142243
44	5.793414132223658
45	5.4890676587971985
46	6.40358083037955
47	5.765491029784313
48	5.724425078540756
49	5.730506685954548
50	5.689592990162348
51	5.583799053093143
52	5.740768521163063
53	5.595326234836744
54	5.888517984794842
55	5.846789516580977
56	5.94243927563743
57	5.56072399697922
58	5.774709724983724
59	5.679820863687198
60	5.775539368814066
61	5.355548506706627
62	5.823561287574774
63	5.885224574987277
64	5.763224493051317
65	5.627860442471942
66	5.807546467198701
67	5.616983189878962
68	5.800643488775844
69	5.65747615972068
70	5.847742732936847
71	5.847798724516454
72	6.118040333701175
73	5.744257175838157
74	5.765323220432483
75	5.850280294159452
76	6.011570219486132
77	6.0993152269020365
78	6.0821871229998035
79	6.353707867466357
80	6.174581280793851
81	6.04223901753715
82	6.0386572715349365
83	6.094267734293393
