label	hemisphere	structure	weighted_avg
bankssts	L	cortex	6.616647882766482
caudalanteriorcingulate	L	cortex	6.682086663772578
caudalmiddlefrontal	L	cortex	6.599632657303455
cuneus	L	cortex	6.5903211624440585
entorhinal	L	cortex	6.694138079813317
fusiform	L	cortex	6.61938381486809
inferiorparietal	L	cortex	6.621750321586317
inferiortemporal	L	cortex	6.617195394801712
isthmuscingulate	L	cortex	6.666760918107516
lateraloccipital	L	cortex	6.661831910014681
lateralorbitofrontal	L	cortex	6.590532423301402
lingual	L	cortex	6.639979805304438
medialorbitofrontal	L	cortex	6.622445443563369
middletemporal	L	cortex	6.656307409361442
parahippocampal	L	cortex	6.6010752376263016
paracentral	L	cortex	6.6017570146077125
parsopercularis	L	cortex	6.616638785087078
parsorbitalis	L	cortex	6.587657264806179
parstriangularis	L	cortex	6.625419932391922
pericalcarine	L	cortex	6.638341045379944
postcentral	L	cortex	6.6469019502791475
posteriorcingulate	L	cortex	6.659188445427909
precentral	L	cortex	6.626846656544796
precuneus	L	cortex	6.632342987442227
rostralanteriorcingulate	L	cortex	6.713154574890288
rostralmiddlefrontal	L	cortex	6.5931877303609205
superiorfrontal	L	cortex	6.617087925862051
superiorparietal	L	cortex	6.60881436219627
superiortemporal	L	cortex	6.630153377429877
supramarginal	L	cortex	6.670335568349204
frontalpole	L	cortex	6.505328260996971
temporalpole	L	cortex	6.593344137430843
transversetemporal	L	cortex	6.643079249269723
insula	L	cortex	6.639751233927285
thalamusproper	L	subcortex/brainstem	6.621560429305453
caudate	L	subcortex/brainstem	6.5327415318541355
putamen	L	subcortex/brainstem	6.584862057763587
pallidum	L	subcortex/brainstem	6.590585058433166
accumbensarea	L	subcortex/brainstem	6.460185548748818
hippocampus	L	subcortex/brainstem	6.513553640927032
amygdala	L	subcortex/brainstem	6.546898318690466
bankssts	R	cortex	6.6421322719625575
caudalanteriorcingulate	R	cortex	6.685748557863041
caudalmiddlefrontal	R	cortex	6.601028578340476
cuneus	R	cortex	6.593200635970766
entorhinal	R	cortex	6.711795344973929
fusiform	R	cortex	6.613985168065964
inferiorparietal	R	cortex	6.621138232005516
inferiortemporal	R	cortex	6.6159772708539
isthmuscingulate	R	cortex	6.664434496683506
lateraloccipital	R	cortex	6.675623876711145
lateralorbitofrontal	R	cortex	6.591567273941877
lingual	R	cortex	6.635106210386505
medialorbitofrontal	R	cortex	6.639813442373057
middletemporal	R	cortex	6.6541049751721015
parahippocampal	R	cortex	6.604746862235437
paracentral	R	cortex	6.5998067218192
parsopercularis	R	cortex	6.608548873301808
parsorbitalis	R	cortex	6.579324078896609
parstriangularis	R	cortex	6.654551455736303
pericalcarine	R	cortex	6.635510641474705
postcentral	R	cortex	6.647478962570716
posteriorcingulate	R	cortex	6.673863837085222
precentral	R	cortex	6.625108948051762
precuneus	R	cortex	6.632610937369022
rostralanteriorcingulate	R	cortex	6.639550511434113
rostralmiddlefrontal	R	cortex	6.5910074555871025
superiorfrontal	R	cortex	6.616608919062011
superiorparietal	R	cortex	6.609053255559801
superiortemporal	R	cortex	6.627050080442892
supramarginal	R	cortex	6.6522780931209775
frontalpole	R	cortex	6.552586732332953
temporalpole	R	cortex	6.588689298369984
transversetemporal	R	cortex	6.647615854517642
insula	R	cortex	6.633384223949389
thalamusproper	R	subcortex/brainstem	6.63527851260103
caudate	R	subcortex/brainstem	6.519930454314001
putamen	R	subcortex/brainstem	6.550206761930687
pallidum	R	subcortex/brainstem	6.5943383567437035
accumbensarea	R	subcortex/brainstem	6.486100594344833
hippocampus	R	subcortex/brainstem	6.509824656943083
amygdala	R	subcortex/brainstem	6.600998530455203
brainstem	B	subcortex/brainstem	6.554254879638567
