gene_name	z_mean	pvalue	upregulated
NOTCH4	5.001010862484907	1.0353557669143495e-13	UP
PPP1R13B	2.164386419402263	6.14448868405407e-10	UP
MFSD13A	0.5309362386887307	4.4603162623391954e-8	UP
HLA-DQB1	4.28638861118894	1.2198277283768534e-7	UP
EHMT2	3.050161413541396	2.1892197005936613e-7	UP
HLA-DRB5	5.021975746057336	3.156598201728876e-7	UP
