label	weighted_avg
1	5.466744454806695
2	5.992629299412273
3	5.6100747889123515
4	5.340772082035047
5	6.260100817771711
6	5.647993506503561
7	5.527335223561898
8	5.590314481354397
9	5.492937780003725
10	5.445861399757138
11	5.675007062123577
12	5.384966890985694
13	5.725112803163315
14	5.68057848008573
15	5.724529279230262
16	5.438435996456427
17	5.685212742509307
18	5.609445469904717
19	5.634849634019663
20	5.247226948578908
21	5.66581840033328
22	5.61005544217253
23	5.596312914634356
24	5.457216204171525
25	5.810168392642765
26	5.542025756887533
27	5.616191681748055
28	5.535073117423526
29	5.730694582552925
30	5.67596603493253
31	5.3322336354691355
32	5.783748335604784
33	5.594219129286312
34	5.760910410128268
35	6.101880726862116
36	5.878089765659024
37	5.727192504401232
38	6.286166145702046
39	6.0140970404232394
40	5.864697962614481
41	5.7985144709177385
42	5.377621477177171
43	6.005555643727622
44	5.616331339873191
45	5.35060115178019
46	6.314786413760137
47	5.636040126494669
48	5.538284875927862
49	5.589701237437042
50	5.505257742748414
51	5.436043865654153
52	5.679072937814288
53	5.393013278325804
54	5.759316817575065
55	5.66170239927344
56	5.7271762897198535
57	5.43042615342862
58	5.7204141403629185
59	5.5819926384067635
60	5.686572552227723
61	5.189972900592205
62	5.672621186306352
63	5.647859872823336
64	5.591326915143007
65	5.459831887478142
66	5.722333537001538
67	5.531455455585351
68	5.620379826770514
69	5.5397544836477435
70	5.722439323563013
71	5.648407922823906
72	6.191879399206803
73	5.819450375852002
74	5.599276381121791
75	5.750139386910622
76	6.1306146242023525
77	5.889053007767454
78	5.691346493302963
79	6.250742374117726
80	6.095928276102046
81	5.865859357179771
82	5.944814013448767
83	6.084681525699697
